x	y	t	id	label	task_id
554	343	0	7	M	0
309	262	200	7	M	0
154	322	400	7	M	0
411	212	600	7	M	0
182	183	800	5	L	0
293	659	1000	6	A	0
391	688	1200	6	A	0
389	171	1400	5	L	0
406	116	1600	5	L	0
422	170	1800	5	L	0
520	370	2000	7	M	0
202	340	2200	7	M	0
492	646	2400	6	A	0
568	470	2600	7	M	0
927	494	2800	6	A	0
925	507	3000	6	A	0
511	587	3200	7	M	0
427	153	3400	5	L	0
509	158	3600	5	L	0
364	159	3800	5	L	0
64	156	4000	5	L	0
131	166	4200	5	L	1
181	158	4400	5	L	1
520	534	4600	7	M	0
482	639	4800	6	A	0
361	449	5000	7	M	0
523	578	5200	7	M	0
920	526	5400	0	Z	0
935	446	5600	6	A	0
943	554	5800	6	A	0
496	631	6000	6	A	0
468	652	6200	6	A	0
593	654	6400	6	A	0
942	560	6600	6	A	0
950	418	6800	6	A	0
954	405	7000	6	A	0
928	384	7200	6	A	0
512	435	7400	7	M	0
707	166	7600	5	L	0
739	197	7800	5	L	0
270	123	8000	5	L	2
802	179	8200	5	L	0
739	188	8400	5	L	0
787	186	8600	5	L	0
815	183	8800	5	L	0
689	184	9000	5	L	0
726	312	9200	7	M	0
377	345	9400	7	M	0
673	197	9600	5	L	0
479	483	9800	7	M	0
318	435	10000	7	M	0
174	345	10200	7	M	0
71	323	10400	7	M	0
131	140	10600	5	L	0
112	159	10800	5	L	1
181	160	11000	5	L	1
201	167	11200	5	L	1
227	168	11400	5	L	1
262	168	11600	5	L	0
283	167	11800	5	L	0
163	176	12000	5	L	1
123	166	12200	5	L	1
150	171	12400	5	L	1
132	184	12600	5	L	0
180	183	12800	5	L	0
549	555	13000	7	M	0
470	629	13200	6	A	0
903	532	13400	7	M	0
934	551	13600	6	A	0
931	484	13800	6	A	0
668	491	14000	7	M	0
760	504	14200	7	M	0
326	441	14400	7	M	0
333	413	14600	7	M	0
84	319	14800	7	M	0
139	160	15000	5	L	1
185	155	15200	5	L	0
284	153	15400	5	L	0
130	149	15600	5	L	0
186	151	15800	5	L	0
123	154	16000	5	L	0
453	653	16200	6	A	0
316	170	16400	5	L	0
264	151	16600	5	L	0
261	204	16800	5	L	0
131	201	17000	5	L	0
