RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
13	1	526	427
63	2	388	414
296	3	511	415
496	4	472	427
996	5	742	312
1213	6	773	300
1362	7	745	256
1879	8	798	245
2129	9	752	349
2729	10	765	171
2996	11	756	57
3746	12	855	36
3846	13	824	37
4112	14	743	84
4279	15	760	97
4579	16	762	198
4996	17	763	123
5179	18	760	91
5462	19	734	88
6062	20	483	725
6312	21	459	759
6696	22	480	752
7046	23	491	906
7479	24	477	746
7746	25	453	681
7879	26	489	731
8079	27	505	733
8496	28	760	81
8996	29	559	537
9146	30	482	672
9363	31	475	743
9562	32	464	762
10262	33	292	828
10479	34	266	809
10996	35	313	841
11346	36	432	542
11812	37	519	279
11896	38	514	208
12095	39	333	173
12462	40	497	752
12779	41	461	794
12962	42	487	765
13329	43	300	830
14195	44	269	839
14312	45	307	818
14579	46	157	705
14779	47	167	658
15195	48	464	743
15629	49	371	818
15795	50	340	792
17045	51	505	481
17279	52	383	390
17462	53	341	833
17662	54	457	754
18179	55	260	806
18395	56	336	816
18562	57	481	779
18712	58	447	753
19045	59	478	753
20643	60	237	840
21405	61	254	830
21786	62	466	764
22005	63	428	756
22821	64	229	839
Duration	23310
