RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
162	1	167	605
512	2	196	337
779	3	214	322
912	4	148	319
1296	5	272	504
1862	6	271	558
2545	7	377	736
2812	8	93	699
2995	9	72	650
3362	10	46	688
3529	11	87	678
3862	12	89	578
4145	13	66	605
4395	14	253	72
4512	15	200	78
4779	16	86	620
5012	17	82	596
5229	18	233	578
5445	19	309	594
5745	20	274	590
5929	21	404	578
6129	22	367	589
6629	23	391	188
6945	24	390	258
7379	25	389	602
7512	26	406	573
7729	27	524	569
7829	28	507	578
8229	29	505	583
8712	30	501	591
8895	31	509	595
9129	32	496	671
9612	33	370	658
9879	34	88	656
10078	35	60	673
10378	36	500	664
10495	37	479	687
10679	38	517	556
10878	39	497	599
11145	40	513	582
11395	41	516	583
11645	42	505	796
12012	43	510	721
12162	44	512	638
12379	45	526	583
12862	46	498	217
13012	47	517	249
13428	48	540	252
13562	49	514	340
13712	50	537	316
13895	51	519	342
14112	52	493	416
14278	53	513	398
14645	54	142	422
14895	55	78	442
15162	56	171	132
15379	57	137	41
15612	58	342	32
15712	59	276	80
Duration	15910
