RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
5	1	181	270
322	2	54	336
688	3	52	360
955	4	43	289
1255	5	37	158
1488	6	33	124
1772	7	35	161
2155	8	30	193
2688	9	30	245
3555	10	33	310
4021	11	41	272
4338	12	43	355
4788	13	43	550
5338	14	40	614
5855	15	49	577
6638	16	174	578
6805	17	164	575
7209	18	176	592
7326	19	122	575
7543	20	156	581
7876	21	310	572
8493	22	417	589
9026	23	347	576
9178	24	322	583
9328	25	157	579
9878	26	129	570
10045	27	155	589
10361	28	333	585
10694	29	135	568
10844	30	164	581
11144	31	368	567
11328	32	332	585
11678	33	201	84
11911	34	249	89
12111	35	236	118
12944	36	293	102
13378	37	233	76
13761	38	292	59
14111	39	229	83
14828	40	67	87
14978	41	91	89
15328	42	45	94
15561	43	56	58
15761	44	94	84
16178	45	47	76
16794	46	110	63
17077	47	215	636
17227	48	151	598
17544	49	104	109
17778	50	52	94
18261	51	108	114
18544	52	243	87
19077	53	109	91
19194	54	40	79
19844	55	233	87
20727	56	140	114
21411	57	243	76
21694	58	290	81
22044	59	181	675
22144	60	141	611
22294	61	173	620
22661	62	358	626
23361	63	336	637
23644	64	99	613
23827	65	38	609
24177	66	56	590
24527	67	75	644
24711	68	58	567
24944	69	269	592
25044	70	158	579
25294	71	295	585
25494	72	159	574
25711	73	151	292
25877	74	142	112
26061	75	155	152
26261	76	134	130
26948	77	179	504
27131	78	155	533
27814	79	44	516
28164	80	53	554
28581	81	42	582
28948	82	131	567
29048	83	162	584
29248	84	137	234
29464	85	144	128
29998	86	181	594
30131	87	156	580
31031	88	160	586
31197	89	313	574
31648	90	313	487
31848	91	307	590
32548	92	186	122
32847	93	262	114
33198	94	267	127
33664	95	314	630
33781	96	341	619
33898	97	324	600
34597	98	52	581
35014	99	311	594
35181	100	326	552
35414	101	299	228
35564	102	317	127
35698	103	314	134
36098	104	266	120
36514	105	290	91
36898	106	309	809
37264	107	311	685
Duration	37351
