RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
402	1	404	321
656	2	134	247
1272	3	130	210
1489	4	135	188
1806	5	123	215
2172	6	131	244
2422	7	128	275
3056	8	176	296
3306	9	138	276
3739	10	203	268
4306	11	251	267
4639	12	135	235
5522	13	155	234
5855	14	122	209
6122	15	196	209
6256	16	240	205
6505	17	131	182
6806	18	169	180
7106	19	124	177
7389	20	170	180
7889	21	157	268
8089	22	132	300
8372	23	174	296
8789	24	129	268
9205	25	185	270
9489	26	234	263
9706	27	133	245
10139	28	159	240
10439	29	124	216
10639	30	173	208
10872	31	245	207
11639	32	863	229
11956	33	910	174
12189	34	883	425
12423	35	844	524
12589	36	806	522
12756	37	744	520
13123	38	879	328
13456	39	885	188
13806	40	859	320
14156	41	173	103
14289	42	109	94
14423	43	83	103
14656	44	183	99
14906	45	246	97
15522	46	277	87
15739	47	138	195
16339	48	166	186
16472	49	119	215
16922	50	119	260
17439	51	129	300
17689	52	172	301
18056	53	131	303
18406	54	124	258
19139	55	194	266
19655	56	236	263
20242	57	129	233
20510	58	137	271
20676	59	196	267
20910	60	249	267
21626	61	132	242
22243	62	92	241
22543	63	128	219
22960	64	191	216
23160	65	234	217
23343	66	141	193
23660	67	172	192
24093	68	126	355
24193	69	133	303
24643	70	136	536
24893	71	85	560
25143	72	107	556
25360	73	273	490
25660	74	806	415
25926	75	898	348
26644	76	884	271
26896	77	812	526
27063	78	875	522
27479	79	925	296
27646	80	924	216
27879	81	916	157
28296	82	898	146
28546	83	871	167
28746	84	148	239
29063	85	784	272
29279	86	858	326
29812	87	852	280
29962	88	891	254
31646	89	896	230
31897	90	909	451
32064	91	891	492
32520	92	575	493
32871	93	168	516
33208	94	256	498
33541	95	745	466
33841	96	879	468
34543	97	841	499
34795	98	890	504
34962	99	885	464
35329	100	657	469
35512	101	314	508
35712	102	149	519
35995	103	169	494
36195	104	87	288
36579	105	159	290
37029	106	90	288
37478	107	136	266
37761	108	921	335
38078	109	885	323
38495	110	889	415
38662	111	877	274
38879	112	886	175
39412	113	897	269
39862	114	889	141
40195	115	158	261
40379	116	116	203
40828	117	147	190
40995	118	826	202
41195	119	886	181
41378	120	886	292
41895	121	885	302
42095	122	839	292
42262	123	122	212
42462	124	110	184
42712	125	111	115
42929	126	87	102
43228	127	207	112
43311	128	176	108
43661	129	245	102
43895	130	111	68
44461	131	136	54
44595	132	89	86
44845	133	182	98
45078	134	123	163
45545	135	904	198
45728	136	895	160
46212	137	872	498
46612	138	817	519
46896	139	761	511
47112	140	820	521
47446	141	895	508
47829	142	879	170
48012	143	912	157
48212	144	889	301
48829	145	885	179
49212	146	884	328
49529	147	860	366
49729	148	879	433
50179	149	886	504
51596	150	824	527
51896	151	889	506
52445	152	897	193
52779	153	894	315
53603	154	902	506
53992	155	902	320
55409	156	877	499
57309	157	884	356
57476	158	889	506
57759	159	818	529
58093	160	748	530
58359	161	884	533
58792	162	661	317
58926	163	260	308
59143	164	157	266
59410	165	391	201
Duration	59453
