RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
75	1	343	368
259	2	376	177
392	3	579	200
625	4	619	466
908	5	615	508
1208	6	620	510
1425	7	562	407
1625	8	684	389
1875	9	706	391
2058	10	733	287
2159	11	609	273
2525	12	606	404
2708	13	612	321
2908	14	581	254
3125	15	683	266
3275	16	731	268
3575	17	840	291
3942	18	838	124
4125	19	934	102
4508	20	933	298
4992	21	663	287
5375	22	576	114
5575	23	677	112
5958	24	645	117
6458	25	287	17
6625	26	182	14
6908	27	522	11
7508	28	652	260
7708	29	680	491
7941	30	698	403
8091	31	750	399
8225	32	612	329
8391	33	594	243
8675	34	664	266
8891	35	733	272
9241	36	658	166
9424	37	657	136
Duration	9652
