RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
107	1	318	132
291	2	145	104
507	3	87	135
690	4	123	94
973	5	278	67
1257	6	262	75
1390	7	370	52
1707	8	865	239
2224	9	857	89
2991	10	677	102
3174	11	715	108
3441	12	520	111
3774	13	307	100
3907	14	175	102
4457	15	61	132
4574	16	128	98
5241	17	403	247
5507	18	763	346
5957	19	329	192
6123	20	125	184
6574	21	138	596
6824	22	168	90
7024	23	136	144
7174	24	180	188
7307	25	178	170
7524	26	457	217
7790	27	760	348
8073	28	739	376
8324	29	662	565
8640	30	329	121
8924	31	199	98
9057	32	869	103
9208	33	836	93
9341	34	883	96
9641	35	148	132
9807	36	60	144
9957	37	87	169
10257	38	156	178
10707	39	148	451
11057	40	128	622
11407	41	141	171
11557	42	136	186
Duration	11700
