RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
60	1	353	319
467	2	353	430
635	3	264	422
919	4	127	422
1069	5	142	394
1319	6	102	424
1585	7	105	366
2019	8	155	644
2269	9	114	171
2402	10	124	132
2602	11	222	129
2785	12	253	140
3102	13	916	175
3321	14	875	623
3505	15	822	622
3672	16	675	623
3855	17	625	637
4039	18	560	648
4172	19	303	645
4288	20	417	642
4488	21	395	643
4638	22	479	641
4905	23	561	638
5255	24	613	644
5488	25	663	640
5621	26	707	646
5888	27	739	635
6071	28	733	649
6155	29	772	644
6971	30	747	634
7471	31	905	616
7605	32	850	620
8089	33	847	428
8189	34	861	443
8389	35	859	381
8605	36	841	424
9089	37	850	593
9405	38	848	470
9539	39	839	434
9889	40	865	436
10055	41	857	382
10255	42	829	352
10439	43	830	214
10705	44	878	209
10889	45	862	414
10989	46	855	382
11155	47	830	427
11705	48	117	382
11788	49	96	409
12338	50	116	488
12655	51	114	466
12888	52	112	430
13038	53	114	394
13155	54	114	410
13438	55	110	365
13722	56	112	336
14105	57	116	313
14405	58	118	297
14672	59	119	458
15055	60	113	486
15455	61	120	466
15621	62	121	441
15888	63	592	618
15988	64	676	608
16121	65	736	628
16438	66	644	617
16588	67	641	620
16688	68	589	619
16805	69	546	622
17305	70	465	625
17671	71	569	613
17971	72	605	621
18188	73	653	617
18538	74	811	613
18705	75	750	604
18856	76	849	603
19322	77	861	435
19772	78	863	375
19922	79	828	355
20156	80	878	358
20456	81	852	210
20572	82	822	217
20772	83	830	344
21089	84	886	351
21305	85	839	198
21439	86	821	209
21589	87	862	207
21789	88	828	222
22122	89	852	214
22306	90	882	214
22673	91	903	615
22789	92	944	644
22956	93	827	664
Duration	23707
