RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
10	1	436	161
444	2	543	213
1094	3	438	200
1543	4	855	208
2110	5	815	227
2393	6	799	210
2943	7	407	53
3227	8	160	95
3860	9	902	211
4494	11	294	108
5521	12	733	57
6586	13	637	167
6919	14	461	187
7302	15	555	591
7552	16	837	647
7752	17	110	318
8085	18	100	196
8302	19	888	226
8435	20	874	213
8569	21	858	174
8702	22	838	181
8985	23	981	274
9119	24	887	292
9486	25	761	585
9721	26	513	588
10247	27	686	573
10663	28		
10847	29	505	115
11249	30	340	690
11938	31	130	203
12322	32	858	150
12622	33	855	166
13005	34	853	185
13500	35	667	232
13818	36	662	215
14668	37	835	202
14835	38	974	219
14935	39	769	232
15102	40	810	267
16900	41	830	305
17387	42	901	540
18344	43	797	221
18734	44	204	259
18901	45	204	208
19101	46	481	200
19301	47	136	222
20018	48	148	86
20401	49	976	80
20684	50	712	81
20834	51	286	696
21034	52	164	658
Duration	21209
