RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
0	1	399	129
383	2	175	34
483	3	102	51
783	4	103	26
1033	5	122	56
1483	6	185	75
1916	7	68	55
2717	8	167	64
3133	9	760	281
3783	10	543	309
4085	11	137	405
4818	12	558	323
5051	13	872	232
5451	14	892	305
5701	15	890	352
6434	16	855	102
6784	17	351	361
7001	18	220	404
7218	19	297	494
7484	20	292	412
7634	21	888	374
8134	22	746	300
8551	23	400	369
9151	24	60	307
9284	25	80	43
9551	26	75	6
9801	27	142	455
10134	28	863	321
10367	29	860	267
10651	30	830	85
10801	31	764	71
11068	32	788	75
11301	33	848	83
12367	34	766	72
12667	35	789	75
12834	36	742	79
13151	37	787	76
13384	38	833	64
13651	39	783	59
13968	40	824	67
14185	41	854	77
14393	42	842	98
15193	43	606	329
15527	44	482	348
15793	45	85	45
16610	46	140	48
17176	47	172	53
17310	48	65	58
17576	49	261	404
18076	50	94	377
18560	51	70	282
18793	52	67	228
19043	53	561	253
19226	54	651	238
19593	55	724	237
20393	56	861	231
20643	57	768	236
21126	58	812	103
21276	59	760	77
21543	60	784	82
21810	61	750	81
21976	62	826	75
22226	63	848	75
22493	64	839	96
22626	65	666	249
22843	66	451	280
23243	67	70	221
23460	68	61	186
23710	69	137	230
23926	70	587	245
24076	71	637	247
24726	72	739	250
25026	73	641	248
25493	74	65	206
25643	75	105	11
25926	76	84	31
26126	77	127	44
26376	78	174	46
26676	79	85	37
27010	80	125	43
27226	81	171	43
27493	82	659	422
27759	83	809	432
28026	84	156	14
28227	85	60	15
28444	86	87	23
28594	87	55	49
28777	88	86	35
29027	89	118	33
29211	90	71	37
29494	91	58	64
29727	92	796	141
29877	93	813	95
30061	94	772	85
30511	95	665	251
30811	96	657	313
31177	97	745	284
31344	98	761	231
32327	99	877	227
32511	100	781	249
32727	101	642	289
32927	102	655	467
33094	103	662	500
33361	104	663	513
33494	105	687	509
33744	106	487	504
33994	107	682	510
34544	108	732	507
34811	109	764	504
35011	110	762	247
35311	111	785	238
35644	112	686	228
35844	113	657	480
36144	114	685	491
36360	115	690	209
36627	116	718	228
37361	117	689	209
38077	118	100	196
38327	119	90	203
38794	120	656	226
39077	121	704	237
39494	122	648	239
39660	123	653	484
40027	124	707	499
40227	125	720	251
40427	126	486	267
40760	127	61	209
41044	128	587	245
41194	129	773	234
41410	130	725	243
41877	131	701	514
42010	132	720	494
42227	133	766	498
42444	134	764	250
42627	135	780	235
43127	136	802	458
43527	137	661	276
43744	138	628	254
43927	139	825	337
44144	140	826	464
44310	141	816	437
Duration	44542
