RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
2	1	237	279
536	2	264	252
669	3	160	102
902	4	218	371
1136	5	155	371
1602	6	102	484
1719	7	92	557
2019	8	89	637
2286	9	106	757
2553	10	87	386
2753	11	86	369
2986	12	79	442
3452	13	90	541
3719	14	107	565
3969	15	87	625
4119	16	80	611
4219	17	101	702
4536	18	95	608
4919	19	75	725
5269	20	114	718
5686	21	375	678
5869	22	294	668
6086	23	473	690
6302	24	535	703
6502	25	404	652
6902	26	326	487
7069	27	276	181
7269	28	181	298
7669	29	281	297
7952	30	301	288
8419	31	416	284
8635	32	378	277
8802	33	279	276
9352	34	417	293
9619	35	376	278
10002	36	342	285
10185	37	277	275
10452	38	417	285
10969	39	432	297
11252	40	387	591
11469	41	408	658
11685	42	530	676
11919	43	177	718
12219	44	172	671
12302	45	97	664
12535	46	532	706
12819	47	378	676
13019	48	292	632
13152	49	311	270
13335	50	294	295
13569	51	402	298
13819	52	423	294
Duration	14061
