RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
0	1	466	159
233	2	442	185
399	3	438	329
533	4	450	399
850	5	352	205
983	6	324	192
1149	7	196	174
1583	8	122	362
1783	9	147	411
1966	10	406	435
2249	11	473	416
2500	12	535	133
2617	13	460	160
2850	14	597	156
3334	15	699	147
3500	16	672	152
3700	17	758	153
4050	18	867	157
4267	19	847	154
4500	20	943	159
4933	21	914	420
5250	22	867	256
5483	23	791	141
5717	24	839	84
6000	25	920	89
6133	26	352	165
6467	27	207	267
6633	28	169	447
6817	29	161	516
6967	30	162	485
7200	31	350	502
7467	32	392	411
7633	33	457	430
7833	34	174	516
8283	35	163	491
8550	36	201	528
8800	37	159	471
9067	38	344	450
9317	39	276	383
9450	40	158	420
9850	41	359	415
10100	42	340	363
10350	43	248	170
10500	44	188	161
10783	45	363	174
10950	46	204	73
11233	47	299	69
11416	48	396	64
11633	49	459	64
11867	50	675	82
12083	51	617	76
12250	52	724	86
12467	53	667	92
12700	54	729	82
12933	55	822	66
13150	56	579	305
13266	57	588	297
13450	58	573	350
13666	59	468	364
13933	60	608	106
14116	61	611	151
14533	62	443	345
14700	63	243	356
14850	64	190	388
15066	65	137	419
15266	66	179	502
15433	67	161	484
15733	68	188	518
16083	69	183	541
16400	70	197	561
16783	71	336	511
17000	72	160	490
17333	73	354	514
17600	74	300	501
17766	75	350	518
17966	76	341	546
18216	77	470	516
18666	78	607	387
18816	79	595	418
19000	80	468	421
19233	81	642	359
19583	82	594	161
20066	83	659	154
20250	84	183	166
20566	85	336	169
20916	86	845	155
21366	87	882	312
21499	88	847	68
21750	89	839	90
21916	90	848	68
22283	91	233	170
22416	92	193	155
22683	93	336	164
23149	94	331	371
23399	95	215	160
23633	96	399	164
23783	97	349	73
23966	98	364	91
24183	99	464	90
24433	100	511	86
24599	101	639	91
24899	102	733	86
25083	103	693	334
25233	104	668	396
25533	105	896	425
25766	106	435	423
25983	107	189	304
26166	108	182	391
26349	109	135	417
26516	110	193	150
26816	111	330	152
27583	112	568	141
27849	113	598	154
28449	114	620	147
28549	115	596	151
28749	116	687	141
29016	117	667	154
29432	118	596	158
29682	119	668	156
30066	120	635	290
30249	121	589	350
30466	122	563	370
30682	123	639	154
30832	124	656	170
31149	125	632	282
31316	126	629	365
31849	127	668	355
32082	128	797	406
32349	129	734	406
32566	130	595	188
32782	131	591	151
32999	132	584	89
33199	133	667	74
33432	134	721	79
33732	135	785	95
33899	136	240	271
34049	137	190	167
34365	138	338	166
34832	139	474	159
35016	140	622	146
35182	141	586	154
35482	142	686	149
36099	143	683	139
36499	144	534	616
36649	145	315	649
Duration	36903
