RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
7	1	73	424
290	2	196	451
440	3	175	375
573	4	167	333
1056	5	457	490
1456	6	376	896
1607	7	551	891
1740	8	381	904
2106	9	67	843
2223	10	306	932
2390	11	357	909
2906	12	54	191
3040	13	62	138
3290	14	111	112
3623	15	177	107
3839	16	70	110
4123	17	54	137
4406	18	118	123
4573	19	158	105
4773	20	181	105
4923	21	383	282
5073	22	356	258
6090	23	349	264
6340	24	372	267
6506	25	49	222
6723	26	306	228
7023	27	185	111
7356	28	451	307
7556	29	125	100
7773	30	73	104
7990	31	152	102
8223	32	173	273
8356	33	349	242
8956	34	57	233
9156	35	57	119
9389	36	104	104
9739	37	132	31
9973	38	306	34
10273	39	312	928
10523	40	366	917
10806	41	423	894
11023	42		
11189	43	660	967
11423	44	304	187
11589	45	70	95
11756	46	46	146
11906	47	56	121
12106	48	116	106
12439	49	175	102
12706	50	97	93
12973	51	336	193
13156	52	343	259
13556	53	368	246
13989	54	344	255
14273	55	368	253
16306	56	605	970
16489	57	523	969
Duration	16558
