RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
52	1	472	414
351	2	89	317
768	3	83	320
968	4	186	351
1151	5	233	340
1434	6	332	438
1751	7	375	462
1951	8	289	439
2251	9	278	411
2451	10	189	411
2668	11	89	410
2934	12	104	464
3251	13	97	491
3601	14	132	497
3784	15	97	611
4217	16	86	665
4517	17	88	726
4784	18	98	744
5034	19	94	804
5317	20	96	890
5784	21	184	916
6017	22	249	904
6201	23	298	903
6451	24	501	889
6717	25	549	873
7001	26	726	883
7117	27	853	880
7284	28	945	869
7418	29	916	880
7935	30	809	910
8068	31	754	918
8318	32	606	884
8551	33	154	879
8768	34	71	863
8984	35	110	644
9267	36	78	662
9517	37	100	376
9767	38	73	259
9934	39	104	218
10268	40	445	187
10502	41	616	186
10652	42	685	177
11085	43	534	920
11251	44	513	867
11452	45	692	206
11718	46	681	179
12531	47	819	937
12783	48	774	920
13000	49	847	913
13216	50	752	910
13433	51	903	913
13733	52	309	144
13916	53	133	71
14484	54	210	36
14651	55	137	31
14934	56	97	34
15251	57	162	43
15501	58	241	40
15917	59	341	48
16451	60	113	89
17001	61	438	865
17167	62	478	907
17384	63	171	902
17651	64	260	910
17801	65	309	915
17951	66	483	870
18184	67	610	128
18434	68	683	149
18767	69	865	167
18951	70	924	234
19168	71	868	845
19318	72	928	856
19618	73	899	887
19886	74	924	883
20102	75	830	900
20302	76	759	916
20569	77	785	915
20752	78	812	912
21052	79	886	914
21502	80	703	331
21636	81	867	220
21902	82	135	132
22102	83	197	75
22306	84	114	84
22806	85	186	89
23024	86	239	93
23341	87	615	230
23574	88	648	167
23824	89	823	165
24291	90	934	161
24441	91	891	226
24791	92	752	195
25041	93	714	188
25191	94	616	187
25441	95	467	180
25641	96	517	192
25908	97	752	191
26191	98	847	193
26475	99	874	218
26708	100	755	802
26791	101	626	901
26958	102	480	867
27141	103	124	889
27408	104	81	878
27557	105	310	900
27941	106	535	878
28191	107	830	928
28374	108	761	925
28657	109	762	912
28974	110	726	920
29324	111	771	946
29607	112	827	912
29974	113	861	912
30174	114	874	910
30374	115	935	911
30491	116	907	913
30624	117	825	923
31091	118	907	906
31258	119	896	915
31374	120	915	926
31658	121	780	927
31841	122	748	930
32224	123	796	923
32441	124	820	920
32924	125	758	931
33208	126	818	932
33525	127	768	926
33791	128	861	923
33958	129	894	930
34291	130	790	949
34474	131	843	916
34774	132	930	868
35108	133	896	557
35358	134	899	321
35591	135	897	259
35958	136	897	407
36258	137	637	861
36474	138	547	871
36858	139	523	885
37224	140	638	227
37424	141	589	189
37907	142	545	843
38107	143	527	887
38557	144	220	850
38674	145	141	897
38957	146	251	898
39124	147	311	894
39407	148	549	890
39590	149	561	867
40007	150	522	808
40409	151	542	599
40747	152	588	170
40914	153	575	145
41314	154	573	783
41464	155	522	917
41597	156	551	919
41814	157	561	866
42381	158	529	866
42564	159	187	866
42831	160	141	866
42964	161	105	877
43114	162	133	888
43431	163	486	895
43564	164	559	876
44347	165	634	271
44514	166	666	143
44847	167	558	137
45097	168	529	243
45264	169	955	221
45414	170	894	264
Duration	45541
