RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
7	1	261	329
107	2	383	255
357	3	218	94
473	4	186	128
573	5	95	87
824	6	140	458
1007	7	147	578
1340	8	427	553
1607	9	518	581
1807	10	607	582
2107	11	662	585
2323	12	659	318
2590	13	662	148
2757	14	666	111
3123	15	796	242
3324	16	915	228
3690	17	325	108
4025	18	486	95
4175	19	602	110
4459	20	147	60
4675	21	173	37
4858	22	246	45
4992	23	359	37
5175	24	645	332
5342	25	667	559
5508	26	692	273
5792	27	819	304
5975	28	877	253
6225	29	715	424
6475	30	702	489
6578	31	705	588
6795	32	680	304
7028	33	267	98
7245	34	367	123
7461	35	176	100
7744	36	90	112
8245	37	696	344
8495	38	847	367
8612	39	912	374
8795	40	712	361
9529	41	803	547
9662	42	759	596
9862	43	689	591
10445	44	707	362
10679	45	859	346
10812	46	914	357
11045	47	914	354
11195	48	884	150
11329	49	866	99
12195	50	70	119
12495	51	76	84
12712	52	160	99
13112	53	234	97
13512	54	83	178
13662	55	174	109
13845	56	224	100
14178	58	111	616
14645	59	55	159
14845	60	178	120
15095	61	627	111
15278	62	739	100
15412	63	843	75
15546	64	867	95
16162	65	834	121
16345	66	81	123
16712	67	77	362
17329	68	636	371
17546	69	304	125
17746	70	59	104
17879	71	89	76
18046	72	142	87
18412	73	190	169
18446	74	209	120
18646	75	235	111
18946	76	91	270
19112	77	101	339
19312	78	653	372
19862	79	619	364
19979	80	865	343
20180	81	715	466
20313	82	671	590
20496	83	664	549
20680	84	117	313
20962	85	91	125
21079	86	79	86
21279	87	164	82
21629	88	209	84
21779	89	90	251
22246	90	95	361
22662	91	224	109
Duration	23822
