RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
8	1	458	277
308	2	438	346
391	3	443	366
474	4	495	227
624	5	404	467
808	6	268	556
974	7	398	441
1274	8	494	369
1424	9	765	343
1658	10	833	414
2458	11	821	672
2624	12	815	679
3041	13	823	581
3291	14	813	562
3441	15	824	199
3691	16	825	226
3857	17	827	162
4141	18	821	285
4591	19	837	284
4891	20	823	375
5241	21	818	427
5608	22	827	488
6207	23	834	544
6491	24	820	569
6807	25	818	672
6957	26	824	651
7041	27	819	698
7641	28	828	676
8174	29	824	579
8474	30	816	522
8824	31	815	551
9591	32	823	431
10041	33	811	376
10357	34	809	325
10891	35	787	348
11141	36	475	315
11374	37	331	193
11591	38	363	204
11757	39	383	199
12207	40	426	298
12357	41	379	211
12657	42	235	762
12990	43	363	232
13257	44	390	198
13607	45	475	212
13857	46	602	382
14041	47	799	424
14457	48	800	399
14757	49	417	507
14957	50	421	451
15257	51	158	362
15508	52	206	520
15775	53	174	482
15958	54	418	430
16241	55	830	280
16458	56	833	105
16808	57	386	90
17058	58	510	99
17425	59	541	105
17608	60	566	103
Duration	17776
