RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
1	1	679	574
101	2	224	188
318	3	69	243
1501	4	603	116
1834	5	661	87
2768	6	655	36
3468	7	101	99
5368	10	549	134
5618	11	569	141
5784	12	563	137
6518	13	38	256
7485	14	169	959
8501	15	578	151
9701	18		
10168	20		
10418	21		
10685	22		
10985	23	627	14
15284	24	61	583
17234	25	661	7
17668	26	635	73
18068	27	663	148
20634	28	477	408
21201	29	649	1
21718	30	650	30
22151	31	639	23
22318	32	668	16
22751	33	642	31
22934	34	513	133
23168	35	103	102
24034	36	92	7
24851	38	169	19
25401	39	23	38
26068	40	267	127
26834	41	131	101
29818	43		
32368	44	119	238
32802	45	24	212
35068	46	644	7
35835	47	673	165
36535	48	586	140
41318	49	9	146
42318	50	666	696
Duration	50104
