RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
54	1	180	385
354	2	243	290
587	3	114	254
1204	4	705	201
1471	5	710	151
1854	6	727	67
1971	7	744	125
2055	8	689	150
2271	9	640	232
2521	10	624	192
2688	11	587	207
2905	12	561	205
3221	13	98	90
3338	14	45	90
3555	15	85	75
3905	16	137	82
4255	17	49	192
4421	18	52	211
4555	19	521	245
4855	20	498	273
5055	21	506	377
5388	22	586	274
5605	23	486	741
5871	24	582	232
6104	25	670	241
6455	26	141	177
6688	27	64	120
7021	28	49	106
7221	29	45	90
7321	30	63	62
7521	31	49	96
7838	32	662	167
8088	33	692	158
8271	34	670	66
Duration	8517
