RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
12	1	324	128
279	2	169	193
395	3	169	211
679	4	136	204
1079	5	485	405
1345	6	509	539
1762	7	467	545
1929	8	720	504
2129	9	795	509
2362	10	886	503
2613	11	837	507
2996	12	833	480
3279	13	917	420
3512	14	66	295
4112	15	136	269
4329	16	125	250
4478	17	133	226
4645	18	138	197
4962	19	241	203
5262	20	172	179
5479	21	143	165
5629	22	161	185
5745	23	176	196
5845	24	104	192
6195	25	198	193
6495	26	701	365
6678	27	880	377
6879	28	775	427
7295	29	132	240
7395	30	104	199
7762	31	196	203
8245	32	148	206
8378	33	104	203
8578	34	155	198
8795	35	238	204
9045	36	875	366
9246	37	825	522
9446	38	770	518
9562	39	838	514
9862	40	852	401
9979	41	830	414
10629	42	835	532
10995	43	839	416
11262	44	916	427
11978	45	284	84
12228	46	359	76
12528	47	315	81
12778	48	138	94
12978	49	200	90
13261	50	286	85
13528	51	333	78
13728	52	352	73
15128	54		
15228	55	162	547
15445	56	983	382
15595	57	923	423
15845	58	890	539
16212	59	825	545
16461	60	754	542
16962	61	819	410
17263	62	844	519
17663	63	841	430
17863	64	835	431
18413	65	167	240
18579	66	157	268
18746	67	137	82
19013	68	194	89
19229	69	154	272
19646	70	822	322
19880	71	806	304
20130	72	906	159
20313	73	922	142
20497	74	72	213
20663	75	137	198
21013	76	192	188
21480	78	923	138
21896	79	881	168
22047	80	888	176
22130	81	866	254
22346	82	902	490
22596	83	883	349
22996	84	167	243
23262	85	346	82
23512	86		
23630	87	910	528
23813	88	820	421
24313	89	922	344
25459	90	340	62
25926	92		
Duration	25964
