RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
278	1	376	457
680	2	404	105
897	3	440	64
1147	4	416	67
1347	5	535	48
1647	6	483	50
1814	7	510	66
1914	8	421	73
2130	9	463	69
2380	10	374	299
2914	11	377	210
3230	12	384	405
3431	13	381	420
3564	14	364	527
3681	15	373	469
3864	16	354	348
4180	17	362	308
4447	18	354	400
4647	19	353	392
5147	20	426	365
5397	21	426	352
6497	22	448	391
6997	23	381	999
7330	24		
7430	25	430	364
7647	26	422	366
7813	27	465	365
7980	28	465	365
8147	29	421	361
8414	30	417	369
8647	31	361	366
8930	32	475	105
9097	33	491	43
9280	34	521	57
9380	35	446	70
9747	36	426	78
10030	37	343	380
10213	38	225	103
10397	39	177	76
10714	40	205	80
11147	41	305	375
11530	42	426	386
11747	43	382	363
12047	44	407	372
12413	45	232	387
12680	46	237	362
13113	47	277	165
13197	48	274	180
13430	49	261	197
13814	50	293	191
14763	51	235	413
16030	53	219	373
16763	54		
17080	55		
17313	56	239	393
17547	57	238	396
18080	58	363	326
Duration	18140
