RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
5	1	436	203
122	2	308	139
305	3	102	73
538	4	179	75
672	5	140	82
822	6	187	83
1039	7	220	77
1255	8	261	83
1922	9	265	78
2156	10	155	80
2725	11	98	111
3346	12	319	381
3579	13	773	300
3829	14	803	223
4113	15	799	87
4297	16	763	89
4580	17	810	250
4813	18	856	280
4963	19	844	302
5097	20	881	263
5280	21	802	251
7147	25	453	118
7413	26	72	98
7579	27	103	124
7746	28	361	491
8029	29	215	409
8213	30	122	542
8446	31	97	554
8613	32	156	559
8846	33	250	553
9029	34	206	560
9213	35	274	545
9479	36	168	238
9746	37	128	110
9979	38	90	97
10296	39	160	95
10596	40	809	187
11063	41	121	92
11363	42	154	99
11813	43	114	91
12046	44	179	101
12679	45	86	100
13046	46	122	111
13429	47	163	99
13763	48	724	258
13912	49	810	252
14163	50	845	110
14363	51	159	399
14529	52	137	372
14762	53	78	124
15013	54	82	75
15179	55	150	60
15412	56	201	64
15796	57	252	68
15946	58	104	71
16532	59	103	112
17269	60	148	110
17569	61	138	115
17685	62	173	113
18688	63	791	227
19272	64	818	259
19439	65	846	284
19755	66	902	274
20205	67	872	175
20389	68	804	241
20756	69	780	231
21089	70	711	297
21306	71	494	374
21656	72	488	334
22022	73	766	253
22372	74	873	183
22522	75	911	172
22689	76	846	113
23089	77	887	123
23355	78	784	174
23639	79	814	174
23922	80	760	99
24056	81	850	478
24239	82	854	455
24406	83	840	436
24706	84	903	422
25139	85	842	433
25422	86	798	259
25990	87	818	319
26209	88	833	299
26475	89	810	332
27343	90	835	313
27511	91	842	385
27744	92	833	299
28411	93	813	365
28661	94	860	439
28878	95	906	434
29228	96	149	455
29361	97	78	469
29647	98	160	126
29880	99	827	364
30314	100	62	131
30414	101	96	109
30580	102	174	87
30830	103	130	495
31147	104	105	502
31297	105	956	458
31464	106	913	460
31764	107	882	362
31897	108	889	181
32047	109	777	220
32297	110	674	227
32581	111	732	223
32747	112	785	217
32981	113	688	281
33197	114	670	321
33464	115	748	247
33697	116	774	220
34031	117	704	279
34214	118	663	327
34647	119	642	303
35031	120	663	333
35681	121	665	252
35881	122	666	219
36131	123	864	212
36297	124	651	504
36531	125	627	508
36680	126	653	432
36997	127	580	509
37197	128	490	517
37331	129	527	518
37564	130	664	493
37831	131	659	371
38031	132	658	242
38247	133	661	358
38431	134	655	489
38930	135	664	407
39147	136	663	240
39464	137	498	290
39580	138	693	238
39897	139	765	229
40464	140	791	239
40747	141	931	184
40964	142	805	275
41281	143	781	248
41802	144	808	290
42069	145	775	248
42269	146	681	284
42453	147	685	321
42636	148	650	344
42903	149	661	244
43169	150	659	326
43403	151	689	319
43669	152	696	238
44269	153	690	312
44519	154	636	330
45019	155	660	313
45419	156	653	348
45619	157	636	374
45819	158	646	275
46036	159	661	299
46186	160	672	348
46436	161	650	354
46753	162	592	348
47069	163	491	377
47369	164	487	317
47519	165	636	268
47819	166	481	364
48153	167	596	298
48269	168	550	323
48453	169	524	375
48619	170	666	237
48903	171	673	303
49286	172	670	334
49636	173	676	271
49836	174	491	324
50186	175	646	258
50419	176	669	252
50669	177	693	278
51086	178	655	321
51419	179	638	468
51552	180	650	524
51953	181	456	520
52119	182	484	527
52269	183	240	425
52569	184	108	53
52735	185	130	113
52969	186	868	108
53119	187	924	168
Duration	53311
