RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
112	1	267	251
302	2	357	238
502	3	90	110
735	4	87	80
969	5	464	268
1169	6	722	225
1436	7	761	308
1736	8	786	293
1902	9	673	307
2102	10	646	251
2386	11	648	236
2719	12	800	353
2902	13	752	365
3319	14	777	370
3535	15	690	396
4069	16	856	363
4286	17	776	315
4536	18	843	341
4703	19	781	304
5103	20	115	117
5502	21	169	129
5702	22	139	125
5969	23	112	115
6185	24	168	132
6369	25	80	91
6819	26	793	347
7003	27	769	314
7236	28	711	330
7403	29	657	355
7669	30	697	406
8103	31	768	321
8269	32	700	418
8603	33	704	378
8736	34	764	323
9153	35	787	310
9386	36	702	361
9553	37	678	378
9719	38	649	313
10136	39	657	334
10536	40	782	348
10953	41	852	352
11220	42	886	390
11503	43	844	379
11753	44	840	534
12053	45	707	477
12203	46	692	412
12370	47	606	600
12486	48	646	568
12670	49	682	571
12836	50	712	337
13036	51	693	370
13170	52	769	297
13420	53	593	339
13586	54	550	362
13736	55	649	332
14153	56	719	218
14353	57	714	250
14603	58	742	326
14820	59	812	336
14936	60	855	344
15220	61	880	361
15386	62	792	308
15703	63	708	390
16086	64	736	507
16303	65	872	532
16436	66	848	541
16586	67	679	569
16953	68	586	564
17086	69	857	543
17319	70	836	515
17503	71	451	538
17820	72	421	591
18003	73	339	582
18303	74	214	523
18453	75	246	489
18786	76	157	380
18969	77	129	390
19169	78	169	290
19319	79	193	232
19519	80	212	302
19802	81	173	283
19969	82	353	227
20302	83	351	267
20519	84	335	496
20702	85	340	474
20936	86	471	446
21386	87	371	377
21586	88	485	349
21736	89	460	463
21869	90	472	432
22169	91	542	302
22602	92	640	336
22936	93	746	331
23136	94	773	320
23386	95	691	403
23636	96	653	213
23786	97	720	225
24036	98	747	360
24169	99	786	337
24352	100	762	322
24452	101	693	398
Duration	24770
