RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
138	1	433	237
304	2	505	303
471	3	432	358
788	4	240	348
1021	5	330	521
1437	6	350	430
2038	7	609	488
2121	8	617	460
2254	9	802	394
2454	10	828	390
2538	11	821	316
2754	12	705	357
2988	13	668	371
3137	14	543	399
3404	15	503	432
3671	16	524	439
4138	17	521	440
4554	18	353	406
4921	19	80	486
5070	20	35	435
5337	21	46	399
5621	22	58	321
5854	23	162	111
6021	24	164	89
6121	25	354	99
6387	26	224	94
6487	27	106	90
6721	28	169	89
6937	29	387	108
7337	30	78	246
7754	31	55	431
8021	32	56	457
8554	33	52	352
8854	34	58	290
9037	35	55	359
9504	36	56	341
9654	37	61	329
9821	38	62	374
9904	39	60	365
10337	40	840	214
10488	41	876	168
10638	42	830	172
10904	43	496	421
12004	44	417	652
13338	45	703	620
13621	46	368	648
13771	47	339	652
14387	48	532	462
14587	49	515	438
14937	50	513	448
16337	51	522	449
17637	52	499	458
17804	53	522	436
17970	54	519	461
18287	55	722	649
18637	56	724	663
19270	57	581	677
19504	58	227	669
19687	59	661	442
19904	60	649	433
20104	61	727	363
20270	62	277	113
Duration	20477
