RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
16	1	207	376
282	2	156	422
449	3	111	480
682	4	508	471
866	5	531	570
1266	6	387	481
1616	7	240	138
1716	8	97	43
1866	9	103	13
2132	10		
2282	11	65	13
2466	12	65	42
2782	13		
2916	14		
3166	15	261	177
3266	16	296	278
3632	17	310	288
3816	18	351	436
3949	19	388	461
4499	20	520	560
4749	21	383	453
5199	22	525	553
5599	23	331	869
5882	24	112	642
6032	25	141	545
6232	26	113	322
6682	27	175	786
6799	28	331	899
7967	29	342	865
8121	30	73	434
8270	31	6	355
8387	32	15	123
8570	33	47	90
8737	34	133	106
9104	35	313	969
9270	36	355	861
9504	37	489	853
9920	38	410	490
10153	39	378	447
10287	40	325	268
10504	41	295	285
Duration	11983
