RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
4	1	51	254
303	2	203	228
637	3	70	22
1254	4		
1387	5	167	0
1920	6	64	23
2320	7	130	1
2653	8	236	20
2837	9	287	9
3337	10	310	15
3654	11	332	39
3787	12	426	179
4020	13	391	193
4254	14	383	136
4637	15	403	57
4870	16	388	117
5137	17	406	112
5304	18	416	177
5687	19	393	190
5904	20	50	170
6654	21	434	172
6853	22	408	183
7070	23	406	254
7404	24	379	314
7670	25	377	495
7937	26	406	561
8237	27	386	563
8386	28	380	850
8520	29	368	817
9120	30	369	581
9320	31	380	581
9620	32	376	323
9820	33	382	368
10137	34	382	471
10587	35	401	96
10703	36	385	163
10920	37	403	171
11170	38	49	177
11720	39	47	181
11903	40	424	159
Duration	11940
