RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
4	1	303	253
304	2	175	141
504	3	119	110
754	4	86	73
988	5	116	98
1221	6	94	111
1404	7	194	115
1854	8	138	222
2004	9	119	200
2371	10	172	114
2554	11	193	101
2754	12	81	56
3021	13	128	19
3171	14	258	28
3454	15	424	217
3687	16	251	33
3871	17	329	37
4137	18	269	341
4537	19	214	365
4904	20	206	354
5121	21	239	353
5237	22	226	326
5621	23	261	387
5854	24	313	424
6054	25	359	434
6154	26	290	422
6371	27	348	451
6621	28	359	473
7104	29	382	471
7271	30	364	485
7987	31	382	478
8354	32	276	593
8770	34	185	292
8937	35	112	106
9237	36	149	119
9687	37	94	115
10137	38	367	496
10754	39	258	531
10904	40	873	504
11021	41	837	540
11354	42	310	434
11621	43	145	68
11787	44	217	53
12020	45	113	52
12337	46	414	445
12554	47	383	490
12904	48	502	220
13187	49	487	181
13687	50	569	292
14254	51	363	494
Duration	14697
