RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
35	1	320	41
351	2	381	255
718	3	902	307
936	4	895	330
1169	5	892	337
1352	6	896	391
1502	7	845	364
1886	8	535	391
2069	9	452	381
2319	10	868	382
2502	11	888	384
2819	12	900	462
3002	13	786	455
3219	14	733	470
3452	15	579	471
3669	16	460	464
3919	17	308	414
4319	18	169	177
4554	19	151	138
4720	20	214	141
5370	21	467	643
5570	22	450	443
5870	23	843	497
6171	24	522	550
6454	25	489	427
6754	26	175	115
6921	27	140	144
7121	28	203	148
7621	29	149	199
7921	30	609	501
8121	31	784	495
8388	32	405	431
8688	33	295	213
8821	34	199	194
8955	35	146	191
9371	36	187	221
9638	37	238	194
10421	38	168	192
10688	39	223	192
10921	40	169	211
11138	41	209	217
11371	42	256	202
11588	43	173	200
11855	44	156	150
12055	45	223	146
12188	46	280	161
12471	47	760	540
12671	48	897	606
12855	49	891	500
13189	50	828	457
13545	51	807	453
13697	52	885	494
13899	53	676	478
14184	54	624	485
14567	55	887	466
14934	56	901	597
15184	57	544	583
15401	58	439	122
15768	59	496	119
15968	60	217	56
16368	61	105	64
16584	62	478	109
16985	63	892	283
Duration	17158
