RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
160	1	433	355
377	2	155	159
495	3	117	132
595	4	117	141
928	5	114	251
1699	8	254	223
1852	9	138	329
2246	10	111	366
2484	11	534	38
2621	12	527	58
3030	13		
3662	14	688	132
3764	15	736	83
4258	16	642	219
4496	17	521	506
4599	18	516	521
4786	19	439	682
5071	20	404	673
5288	21	273	738
5504	22	285	747
5638	23	121	757
6155	24	400	669
6756	25	277	113
6939	26	128	20
7273	27		
7473	28	250	3
7825	29	249	832
8011	30	285	752
8211	31	489	380
8461	32	627	273
8745	33	370	713
9111	34	152	793
9280	35	94	783
Duration	10302
