RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
17	1	180	409
252	2	351	418
586	3	377	368
819	4	291	186
969	5	119	244
2854	8	117	10
3054	9	155	15
3671	11		
4007	12	406	116
4457	13	403	91
4742	14	485	411
4925	15	406	449
5059	16	453	478
5492	17	78	488
5859	18	479	527
6009	19	394	951
6325	20	472	993
6792	21	459	492
7075	22	388	498
7425	23	533	954
7575	24	588	986
7742	25	540	989
7943	26	523	565
8059	27	547	470
8293	28	522	452
8526	29	524	876
8893	30	531	858
9110	31	396	811
9276	32	359	818
9443	33	333	840
9643	34	387	447
9893	35	472	122
10260	36	368	627
10393	37	385	484
10543	38	336	475
10660	39	349	498
11026	40	516	479
11476	41	345	851
11760	42	338	848
12060	43	361	842
12276	44	325	840
12778	45	505	861
Duration	14781
