RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
2	1	512	417
435	2	124	535
585	3	486	356
769	4	562	127
1102	5	651	125
1585	6	654	208
1952	7	725	201
2102	8	779	144
2902	9	766	193
3252	10	499	809
3452	11	268	835
3735	12	276	792
3852	13	118	779
4035	14	125	780
4202	15	328	752
4385	16	634	448
4635	17	453	606
4852	18	417	684
5119	19	459	170
5419	20	221	48
5569	21	144	73
5819	22	266	109
6319	23	115	756
6468	24	113	799
6635	25	640	173
7118	26	245	759
7352	27	366	171
7585	28	309	162
7918	29	368	711
8352	30	395	194
8618	31	840	236
8935	32	235	616
9168	33	301	834
9669	34	101	767
10002	35	253	788
10269	36	432	420
Duration	10646
