RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
49	1	443	340
349	2	401	619
982	3	306	626
1149	4	258	626
1332	5	191	639
1516	6	483	232
1732	7	635	228
1949	8	783	226
2166	9	618	290
2482	10	417	563
2649	11	279	533
2799	12	200	649
2949	13	171	633
3149	14	177	612
3499	15	192	953
3749	16	249	923
3932	17	94	46
4065	18	176	127
4165	19	142	65
4433	20	88	113
4650	21	612	575
4950	22	423	607
5133	23	621	668
5433	24	722	929
5750	25	228	916
5933	26	176	923
6133	27	196	215
6316	28	170	51
6567	29	145	50
Duration	6620
