RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
7	1	481	275
274	2	468	295
390	3	463	442
757	4	720	430
990	5	875	279
1174	6	895	195
1357	7	915	142
1590	8	84	172
2157	9	118	165
2640	10	812	273
2923	11	897	521
3273	12	875	169
3707	13	62	98
3957	14	66	72
4190	15	146	89
4473	16	284	79
5057	17	826	454
5390	18	384	442
5573	19	123	164
5940	20	92	233
6140	21	97	255
6257	22	84	232
6623	23	251	523
7107	24	787	542
7340	25	868	535
7557	26	878	424
7773	27	894	247
8007	28	904	343
8357	29	888	528
8640	30	884	530
8790	31	900	498
9206	32	883	447
9940	33	93	267
10357	34	108	222
11023	35	89	186
11207	36	114	167
11457	37	112	194
11756	38	97	290
12156	39	598	469
12573	40	70	249
13006	41	98	158
13140	42	83	88
13456	43	92	159
13656	44	130	129
13773	45	139	134
13873	46	95	188
14956	47	78	89
15306	48	110	99
16306	49	99	242
16573	50	95	296
17023	51	140	288
17456	52	93	200
18090	53	222	193
18406	54	108	258
18806	55	177	262
19139	56	222	261
19439	57	722	322
19623	58	127	278
19873	59	96	266
20039	60	114	552
20473	61	98	230
20823	62	122	229
21389	63	410	476
21906	64	899	137
22140	65	56	95
22439	66	98	165
22639	67	889	137
23073	68	887	163
23306	69	894	145
23889	71	83	555
24289	72	123	554
24473	73	888	196
26838	74	934	104
26940	75	932	116
27140	76	893	523
27557	77	891	144
28123	78	878	163
28274	79	905	516
28607	80	911	491
28773	81	882	187
29140	82	586	335
29490	83	793	271
29857	84	867	516
Duration	30930
