RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
11	1	413	62
311	2	291	256
411	3	177	222
511	4	168	135
827	5	374	147
1060	6	390	161
1427	7	415	144
1611	8	446	308
1894	9	415	399
2077	10	439	412
2277	11	220	176
2411	12	211	85
2611	13	139	85
2777	14	213	92
2927	15	298	97
3144	16	413	371
3327	17	449	421
3577	18	422	496
3711	19	448	529
4027	20	444	419
4311	21	740	526
4461	22	894	546
4728	23	687	233
5028	24	303	437
5178	25	196	438
5562	26	380	146
5779	27	621	145
6029	28	841	120
6312	29	202	96
6462	30	123	51
6645	31	126	99
6830	32	277	104
Duration	7116
