RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
5	1	327	604
89	2	359	294
488	3	165	619
655	4	87	127
805	5	456	274
1072	6	707	219
1205	7	801	236
1405	8	844	214
1772	9	618	279
1955	10	637	364
2355	11	125	101
2672	12	77	131
2788	13	122	99
3055	14	76	93
3172	15	85	112
3388	16	144	884
3655	17	144	943
3822	18	101	579
4255	19	321	587
4372	20	342	594
4522	21	329	729
4705	22	299	685
4905	23	808	713
5222	24	839	586
5588	25	380	589
5755	26	428	962
5972	27	236	981
6272	28	3	476
6405	29	30	487
7138	30	34	643
7472	31	35	627
7738	32	44	642
8305	33	56	603
8488	34	66	393
8672	35	58	417
9072	36	44	351
9422	37	52	234
9672	38	69	106
10055	39	80	517
10271	40	64	495
10355	41	82	544
10538	42	214	514
10772	43	202	520
10855	44	163	523
11138	45	293	542
11488	46	288	867
11672	47	372	576
11888	48	285	545
12205	49	261	534
12388	50	281	518
12771	51	198	483
13238	52	91	531
13321	53	54	518
13755	54	113	520
13921	55	193	495
14105	56	362	523
14271	57	271	515
14455	58	170	481
14638	59	111	100
14888	60	51	88
15188	61	115	76
15438	62	237	550
15588	63	221	498
15738	64	287	513
16188	65	256	537
16355	66	196	493
16871	67	206	716
17055	68	211	648
17171	69	195	632
17321	70	128	646
17538	71	135	650
17988	72	259	574
18188	73	261	611
19421	74	287	606
20124	75	296	553
21627	76	312	539
30854	77	297	540
30954	78	275	502
31170	79	612	267
31520	80	373	570
31737	81	755	178
32020	82	774	258
32337	83	118	247
32554	84	184	69
32737	85	225	661
32987	86	107	505
33254	87	84	583
33487	88	165	70
33670	89	85	605
34104	90	297	516
34254	91	244	483
34454	92	247	752
Duration	34502
