RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
16	1	363	252
252	2	362	251
419	3	484	254
754	4	437	235
987	5	205	200
1154	6	148	199
1354	7	212	448
1504	8	463	490
1837	9	529	591
1987	10	521	294
2220	11	345	145
2504	12	152	110
2754	13	286	105
2954	14	289	105
3071	15	297	398
3304	16	399	225
3487	17	447	205
3687	18	155	191
3904	19	148	223
4054	20	181	176
4237	21	219	182
4720	22	242	186
4920	23	303	188
5120	24	560	588
5304	25	534	590
5804	26	541	616
6387	27	537	626
6737	28	487	658
7037	29	520	652
7170	30	538	646
7270	31	578	646
7604	32	618	643
7787	33	612	647
8120	34	533	637
8387	35	478	654
8587	36	493	511
8753	37	352	399
9004	38	250	341
9137	39	279	159
9370	40	237	190
9487	41	173	183
9837	42	224	179
10187	43	253	172
10320	44	294	177
10654	45	134	168
10987	46	160	327
11153	47	355	407
11337	48	417	208
11637	49	773	191
11954	50	137	220
12254	51	179	179
12437	52	215	175
12637	53	241	187
12855	54	307	183
13373	55	208	204
13610	56	189	228
13743	57	166	223
14194	58	214	211
14461	59	157	203
14677	60	212	207
15144	61	269	200
15311	62	300	209
Duration	15601
