RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
62	1	318	268
445	2	384	90
712	3	455	96
911	4	560	88
1145	5	676	74
1411	6	780	68
1662	7	879	83
1846	8	915	80
2646	9	904	84
3012	10	837	73
3279	11	902	94
3929	12	767	258
4112	13	618	385
4296	14	706	434
4396	15	582	463
5062	16	542	488
5479	17	789	448
5712	18	592	440
6079	19	536	484
6512	20	198	521
6712	21	258	315
6895	22	163	167
7162	23	459	251
7429	24	708	272
7612	25	677	338
7812	26	685	428
8029	27	573	457
8245	28	521	287
8479	29	779	255
8928	30	353	256
9195	31	256	257
9645	32	113	245
9878	33	117	188
10212	34	676	322
10612	35	597	376
10912	36	631	439
11162	37	681	423
11362	38	691	322
11612	39	734	307
11845	40	757	320
12111	41	850	398
12295	42	817	449
12412	43	791	243
12629	44	442	295
12812	45	525	311
13145	46	338	313
13312	47	301	303
13662	48	324	309
13879	49	297	262
13979	50	432	284
14329	51	409	209
15545	52	128	519
15912	53		
16062	54	832	656
16212	55	858	654
16412	56	750	306
16646	57	821	94
16929	58	617	272
17262	59	660	311
17479	60	628	270
17695	61	612	405
18012	62	766	110
18179	63	861	89
18562	64	584	459
18879	65	543	493
Duration	19699
