RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
64	1	427	237
331	2	346	203
514	3	385	200
797	4	432	323
964	5	632	160
1214	6	826	175
1447	7	871	340
1714	8	661	471
1947	9	417	442
2147	10	172	421
2297	11	166	206
2464	12	131	180
2964	13	179	282
3114	14	194	322
3464	15	144	465
3647	16	189	448
3947	17	148	519
4130	18		
4397	19	167	116
4597	20	240	125
5080	21	145	258
5480	22	141	279
6264	23	154	278
6464	24	144	547
6614	25	178	552
6880	26	156	346
7030	27	210	109
7280	28	278	111
7530	29	152	576
7963	31	599	582
8280	32		
8530	33		
8797	34	133	417
9163	35	158	253
9547	36	192	319
9780	37	200	441
10030	38	377	264
10180	39	379	173
Duration	10451
