RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
9	1	450	8
325	2	264	142
525	3	100	154
659	4	149	142
875	5	126	151
1109	6	661	259
1259	7	803	215
1442	8	829	204
1642	9	365	196
1842	10	105	138
2325	11	109	194
2442	12	130	186
2559	13	120	172
2792	14	113	195
3176	15	424	355
3359	16	105	155
3559	17	106	207
3842	18	577	358
3992	19	755	376
4209	20	446	391
4642	21	796	377
4775	22	769	369
5258	23	904	372
5426	24	831	384
5611	25	835	526
5900	26	821	507
6266	27	804	535
6450	28	105	561
6850	29		
7083	30	618	499
7233	31	855	519
7533	32	634	518
7867	33	846	522
8117	34	856	399
8267	35	828	393
8433	36	806	510
8767	37	824	368
9435	38	566	116
9568	39	172	64
9985	40	909	269
10102	41	799	340
10352	42	575	357
10535	43	689	355
10718	44	347	418
10935	45	79	165
11085	46	127	205
11318	47	789	279
11568	48	814	261
11751	49	821	200
12101	50	397	239
12302	51	445	327
12518	52	134	174
12751	53	100	180
12935	54	133	142
13218	55	206	149
Duration	13265
