RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
2	1	220	129
169	2	227	132
385	3	236	222
519	4	96	29
719	5	52	38
885	6	27	71
1051	7	87	130
1251	8	56	51
1501	9	118	52
1801	10	291	284
1968	11	321	271
2151	12	427	442
2535	13	406	481
2685	14	411	464
2952	15	571	552
3268	16	561	574
3519	17	378	909
3668	18	575	579
4202	19	563	538
4469	20	562	561
4721	21	434	458
4888	22	570	547
5238	23	534	403
5355	24	326	899
5771	25	244	65
5988	26	155	39
6121	27	91	50
6438	28	128	836
6638	29	388	930
6805	30	576	982
7071	31	148	68
7288	32	92	107
7688	33	150	95
7871	34	92	19
8438	35	74	42
8704	36	167	30
9138	37	208	25
9371	38	268	26
9521	39	149	43
9854	40	214	48
10071	41	67	141
10321	42	71	111
10488	43	120	106
10771	44	164	117
11055	45	185	270
11105	46	183	110
11255	47	311	247
11438	48	322	269
11688	49	173	122
11988	50	368	813
12155	51	353	890
12421	52	490	301
12638	53	442	349
12888	54	425	411
13121	55	350	210
13321	56	306	210
13621	57	340	241
13921	58	411	414
14254	59	377	289
14454	60	570	440
14688	61	392	420
14821	62	154	115
15188	63	113	110
15421	64	90	107
15571	65	151	113
15904	66	350	801
16121	67	223	87
16238	68	233	32
16538	69	323	35
16771	70	379	16
17138	71	207	36
17338	72	94	35
17771	73	67	38
18054	74	128	36
18321	75	357	879
18521	76	351	898
18771	77	391	892
19071	78	149	215
19254	79	142	324
19771	80	316	242
20038	81	331	260
20454	82	345	254
20788	83	353	277
21154	84	413	464
21721	85	541	537
21921	86	560	550
22204	87	298	163
22388	88	93	122
Duration	22393
