RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
7	1	268	568
124	2	231	397
357	3	156	320
457	4	90	224
657	5	115	69
941	6	198	89
1091	7	393	218
1274	8	907	176
1791	9	885	785
1925	10	839	937
2025	11	772	909
2408	12	84	851
2774	13	84	785
2991	14	181	166
3141	15	183	193
3357	16	541	167
3607	17	733	162
3891	18	799	155
4126	19	856	178
4526	20	766	887
4659	21	734	904
4992	22	664	176
5376	23	459	162
5659	24	169	172
5808	25	182	192
5908	26	88	204
6059	27	313	211
6309	28	195	128
6492	29	101	119
6825	30	791	194
7042	31	145	84
7226	32	218	116
7576	33	252	96
7826	34	639	150
8076	35	461	162
8343	36	819	174
8560	37	752	170
9010	38	494	200
9210	39	780	154
9410	40	757	169
10060	41	781	214
10660	42	893	200
10977	43	916	236
11343	44	905	375
11560	45	909	570
11877	46	884	833
12043	47	781	914
12193	48	740	913
12377	49	813	903
12610	50	173	264
12793	51	185	159
12876	52	220	105
13643	53	789	160
13777	54	769	176
13944	55	780	204
14244	56	829	898
14460	57	763	906
14860	58	828	903
15327	59	863	308
15527	60	790	922
15727	61	852	911
15877	62	911	894
16327	63	919	444
16544	64	897	196
16877	65	874	165
17093	66	876	846
17293	67	910	855
17493	68	801	162
17677	69	871	163
17827	70	773	178
18110	71	767	231
18593	72	754	168
18843	73	779	206
19110	74	623	235
19277	75	245	220
19460	76	737	189
19660	77	307	142
19810	78	213	105
19993	79	188	104
20143	80	112	108
20410	81	650	268
20543	82	720	232
20693	83	796	210
20876	84	179	229
21026	85	98	216
21410	86	134	219
21643	87	95	214
21860	88	219	213
22043	89	189	218
22160	90	234	215
22443	91	299	228
22793	92	339	216
22943	93	281	224
23160	94	370	205
23493	95	109	216
23676	96	95	256
23876	97	112	273
24376	98	100	208
24726	99	313	220
24909	100	254	226
25360	101	99	257
25560	102	156	263
25776	103	338	223
25976	104	85	229
26176	105	114	219
26360	106	140	215
26543	107	224	213
26909	108	271	225
Duration	27584
