RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
14	1	401	400
431	2	444	432
997	3	396	51
1330	4	374	79
1514	5	379	43
1697	6	453	32
2380	7	528	30
2713	8	514	35
3247	9	542	34
3513	10	565	31
3730	11	985	17
3831	12	914	64
4331	13	386	70
4497	14	333	76
4814	15	508	53
4997	16	480	50
5631	17	460	49
5831	18	297	40
6097	19	332	38
6381	20	305	40
6580	21	147	25
6780	22	537	47
7130	23	555	45
7297	24	528	43
7480	25	472	39
7880	26	520	42
8013	27	359	81
8213	28	385	79
9113	29	394	50
9546	30	478	75
9780	31	444	321
10030	32	368	314
10163	33	336	323
10380	34	539	74
10780	35	501	45
10896	36	532	44
11213	37	643	65
11463	38	897	25
11614	39	913	67
12114	40	378	68
12214	41	331	68
12314	42	330	81
12764	43	310	82
13047	44	251	286
13230	45	310	321
13480	46	270	303
13730	47	278	134
13880	48	314	74
14230	49	311	320
14513	50	547	343
14763	51	705	292
14930	52	736	277
15180	53	578	500
15480	54	130	572
15746	55	138	542
16013	56	305	381
16196	57	139	590
17330	58	126	542
17546	59	157	561
17780	60	153	563
17863	61	147	522
18146	62	282	358
18313	63	337	332
18513	64	876	432
18730	65	315	350
18880	66	291	304
19380	67	292	297
19730	68	61	574
19879	69	145	528
20129	70	157	571
20496	71	158	562
20763	72	247	376
21063	73	235	395
21196	74	294	137
21429	75	353	293
21663	76	402	88
21996	77	349	357
22113	78	334	333
22496	79	465	343
22696	80	355	335
22896	81	328	323
23113	82	436	345
23413	83	566	263
23546	84	333	317
23862	85	668	246
24179	86	813	247
24363	87	772	209
24513	88	654	280
24830	89	602	450
25046	90	631	254
25296	91	574	492
25546	92	594	480
25713	93	587	182
26113	94	630	217
26796	95	602	450
27080	96	585	495
27329	97	634	322
27596	98	566	321
27896	99	571	315
28346	100	487	83
28563	101	570	91
29029	102	376	297
29229	103	254	200
29563	104	217	138
29946	105	324	348
30080	106	292	328
30546	107	340	354
30746	108	379	55
30929	109	329	74
31129	110	309	77
31363	111	347	88
31629	112	766	532
31829	113	898	664
32213	114	819	493
33046	115		
33179	116	766	275
33413	117	751	311
33579	118	775	330
33829	119	838	477
34246	120	820	471
34463	121	818	483
34846	122	849	473
35412	123	822	476
35946	124	819	473
36346	125	868	472
36746	127	900	677
36846	128	914	669
36996	129		
37829	130	135	579
38045	131	347	83
38212	132	379	46
38462	133	513	52
38728	134	482	43
38995	135		
39178	136	207	623
39845	137	155	587
40329	138	148	586
41595	139	160	587
42228	140	309	393
42745	141	159	564
43162	142	193	668
43345	143	414	63
43528	144	369	59
43711	145	357	412
43895	146	331	351
44078	147	334	325
Duration	44226
