RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
13	1	453	261
363	2	356	222
480	3	278	105
746	4	664	265
930	5	662	292
1113	6	175	868
1347	7	50	882
1479	8	88	884
1729	9	89	756
1963	10	179	774
2313	11	265	770
2613	12	299	784
2746	13	331	763
2929	14	264	772
3179	15	511	218
3329	16	342	119
3563	17	371	123
3796	18	342	119
4046	19	700	302
4446	20	795	472
4796	21	491	499
4979	22	473	503
5513	23	728	663
5729	24	651	669
6046	25	222	892
6346	26	322	897
6679	27	676	449
6879	28	443	199
7079	29	686	298
7496	30	356	129
7879	31	692	270
8246	32	767	434
8396	33	798	486
8729	34	552	486
8913	35	484	507
9379	36	723	303
9596	37	699	295
9812	38	384	128
Duration	9830
