RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
10	1	399	170
277	2	206	361
494	3	108	370
644	4	403	370
860	5	439	381
1060	6	384	432
1210	7	429	450
1410	8	327	487
1711	9	508	425
2210	10	20	441
2377	11	68	448
2594	12	398	438
2827	13	527	432
3160	14	527	542
3610	15	94	558
3844	16	203	194
4127	17	232	583
4477	18	418	571
4694	19	605	584
4844	20	705	579
5177	21	606	583
5644	22	652	586
5927	23	364	570
6144	24	346	578
6710	25	412	574
6994	26	436	570
7227	27	492	575
7560	28	531	583
7727	29	578	579
8044	30	579	471
8427	31	554	547
8760	32	593	463
9127	33	580	428
9410	34	541	425
9644	35	516	421
9844	36	528	471
10210	37	527	449
10577	38	516	515
11110	39	515	413
11477	40	383	541
11644	41	415	542
11910	42	497	469
12093	43	519	417
12310	44	853	169
12760	45	540	434
13060	46	520	541
13260	47	546	589
13477	48	683	574
13760	49	418	537
14077	50	515	457
14393	51	523	432
14777	52	539	492
15564	53	46	335
15864	54	24	344
16031	55	27	290
16281	56	24	314
16681	57	687	341
16831	58	885	218
16998	59	844	187
17165	60	137	160
17331	61	662	579
17681	62	628	582
17948	63	682	584
Duration	18507
