RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
12	1	466	185
146	2	468	188
412	3	397	197
662	4	398	210
1012	5	423	363
1295	6	372	266
1429	7	362	221
2229	8	392	202
3479	9	396	209
3595	10	408	397
3895	11	413	369
4095	12	375	365
4379	13	456	370
4695	14	423	369
4945	15	444	260
5162	16	385	189
5495	17	852	252
6145	18	564	445
6295	19	594	488
6462	20	715	509
6695	21	744	510
6845	22	880	515
7095	23	817	502
7578	24	803	250
7862	25	768	242
8045	26	792	232
8462	27	889	221
8712	28	782	232
9478	29	774	497
9978	30	856	501
10262	31	619	508
10478	32	809	264
10728	33	788	235
11445	34	787	233
11862	35	836	245
12311	36	810	230
16745	37	812	497
17811	38	860	485
18161	39	775	239
18278	40	795	237
18944	41	796	244
19311	42	796	217
19544	43	431	209
19861	44	390	207
Duration	20123
