RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
11	1	375	202
111	2	327	170
344	3	187	262
528	4	253	166
694	5	306	164
994	6	565	176
1261	7	797	190
1411	8	545	343
1628	9	243	388
1827	10	289	373
1944	11	35	435
2161	12	73	483
2311	13	11	367
2544	14	298	383
2761	15	143	404
2894	16	332	459
3077	17	190	287
3177	18	244	180
3311	19	294	172
3527	20		
3794	21	424	461
4193	22	747	450
4360	23	687	463
4610	24	374	429
4827	25	610	238
5010	26	881	224
5161	27	814	223
Duration	5239
