RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
271	1	102	45
471	2	66	44
655	3	74	129
1021	4	795	284
1238	5	923	238
1588	6	73	93
1755	7	101	124
1921	8	85	168
2304	9	95	186
2538	10	77	161
3088	11	115	101
3238	12	90	49
3488	13	99	172
4121	14	202	167
4321	15	302	168
4504	16	91	158
4804	17	104	204
5154	18	378	342
5338	19	436	367
5604	20	775	382
6321	21	935	370
6722	22	201	502
6905	23	73	518
7089	24	68	549
7272	25	105	546
7572	26	758	539
8072	27	866	545
8189	28	670	544
8572	29	630	405
8772	30	500	377
9055	31	431	381
9255	32	432	367
9439	33	281	388
9872	34	82	121
10072	35	77	40
10289	36	53	67
10505	37	127	71
11105	38	71	36
11389	39	116	71
11639	40	62	73
11972	41	53	113
12222	42	174	359
12438	43	939	160
12905	44	136	424
13055	45	70	515
13338	46	74	545
13572	47	75	534
14188	48	942	459
14672	49	95	68
15022	50	149	90
15656	51	89	132
15922	52	161	130
16256	53	191	128
16539	54	230	131
16856	55	93	158
17206	56	134	174
17322	57	114	164
17522	58	210	163
17772	59	160	61
17955	60	81	43
18272	61	75	211
18422	62	82	182
18973	63	450	374
19457	64	280	378
19657	65	68	116
19790	66	86	127
19957	67	101	157
20507	68	88	133
20674	69	197	135
20940	70	246	157
21173	71	196	163
21373	72	290	162
21623	73	337	177
21857	74	81	168
22440	75	75	190
22725	76	381	335
22808	77	396	361
23092	78	290	382
23826	79	296	384
24262	80	781	393
24995	81	923	340
25412	82	797	540
25645	83	744	532
26028	84	658	350
26245	85	648	318
26429	86	451	343
26629	87	443	376
26928	88	286	397
27395	89	168	402
28045	90	704	353
28328	91	566	396
28879	92	449	378
29214	93	419	504
29314	94	419	530
29447	95	86	535
29630	96	64	522
29880	97	124	551
30014	98	449	493
30197	99	458	506
30797	100	137	88
31264	101	72	57
31397	102	70	120
31664	103	804	377
31830	104	930	365
32064	105	934	217
32180	106	938	180
32347	107	932	149
33082	108	928	244
33498	109	948	255
33731	110	904	256
33915	111	843	180
34115	112	837	175
34482	113	836	327
34648	114	823	350
34798	115	618	296
34998	116	421	251
35265	117	269	220
35532	118	812	186
35915	119	934	179
36015	120	924	194
36165	121	933	178
36348	122	850	185
36515	123	348	174
36715	124	162	152
37015	125	904	239
37148	126	931	181
37731	127	205	102
37981	128	105	133
38131	129	89	73
38481	130	140	83
38982	131	910	186
39467	132	832	344
39784	133	103	124
39984	134	72	146
40167	135	651	318
40401	136	482	368
40701	137	779	387
41234	138	854	537
41534	139	816	528
41734	140	817	528
42051	141	868	530
42484	142	824	550
43467	143	531	313
43617	144	285	327
43883	145	740	310
44517	146	689	246
44650	147	840	200
Duration	44841
