RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
10	1	261	439
277	2	335	334
460	3	547	412
893	4	313	617
1143	5	101	462
1343	6	99	255
1493	7	82	285
1810	8	57	399
2060	9	76	460
2343	10	73	430
2660	11	75	357
2893	12	73	320
3360	13	518	690
3493	14	415	656
3710	15	382	660
3943	16	427	659
4210	17	473	657
4493	18	528	654
4693	19	587	656
4926	20	630	657
5126	21	676	653
5543	22	609	539
5826	23	594	522
6126	24	582	492
6526	25	603	614
6776	26	594	614
6960	27	637	655
7310	28	665	629
7460	29	737	607
7643	30	817	612
8126	31	817	384
8376	32	834	343
9176	33	823	379
9593	34	808	604
10209	35	823	353
10459	36	825	393
11893	37	828	330
12309	38	850	207
12476	39	863	154
13010	40	860	179
13227	41	810	343
13526	42	809	624
13743	43	806	590
14010	44	789	400
14343	45	803	397
14910	46	55	384
15126	47	54	478
15259	48	71	503
15359	49	72	464
15626	50	75	432
15859	51	77	375
16093	52	79	320
16359	53	814	393
16926	54	840	325
17109	55	825	349
17459	56	827	564
17992	57	827	353
19192	58	855	196
19409	59	858	168
19526	60	867	155
19843	61	873	203
20010	62	867	189
20426	63	796	461
20593	64	804	422
21343	65	826	348
21726	66	801	627
22060	67	803	622
Duration	22556
