RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
3	1	343	97
453	2	147	162
753	3	157	101
936	4	181	173
1153	5	120	64
1386	6	137	26
1553	7	109	27
1870	8	140	38
2236	9	947	184
2370	10	911	200
2737	11	97	76
2872	12	111	20
3155	13	127	183
3388	14	118	159
3655	15	94	199
3822	16	131	180
4038	17	207	174
4338	18	104	212
4588	19	95	135
5072	20	829	142
5238	21	881	181
5405	22	911	132
5872	23	881	496
6322	24	827	500
6438	25	712	489
6605	26	741	505
7073	27	913	117
7357	28	906	505
7557	29	885	506
7741	30	886	482
7941	31	899	127
8507	32	895	521
8707	33	901	497
8974	34	921	114
9340	35	78	36
10007	36	452	346
10191	37	801	246
10374	38	873	182
10674	39	264	10
10858	40	128	36
11124	41	907	360
11441	42	862	464
11707	43	86	87
11857	44	82	11
12124	45	120	510
Duration	12134
