RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
54	1	204	29
387	2	111	196
520	3	93	367
704	4	64	358
870	5	162	55
1054	6	95	69
1254	7	64	63
1437	8	626	59
1654	9	567	45
1854	10	898	32
2221	11	165	0
2354	12	217	48
2487	13	194	66
2687	14	68	54
2904	15	138	69
3054	16	106	60
3287	17	212	63
3454	18	180	76
3704	19	137	203
3887	20	99	171
4104	21	810	213
4254	22	912	153
4738	23	647	74
5137	24	354	412
5871	25		
6137	26	78	638
6570	27	137	177
6770	28	100	159
6970	29	100	47
7270	30	105	68
7353	31	74	55
7503	32	99	31
7670	33	208	33
7803	34	160	30
7970	35	314	23
8270	36	110	158
8754	37	103	381
9070	38	87	396
9253	39	99	158
9653	40	544	143
9787	41	955	145
9921	42	908	146
10437	43	859	118
10604	44	915	148
10804	45	96	146
11053	46	659	51
11253	47	578	44
11570	48	71	192
11703	49	100	198
11953	50	732	40
12203	51	668	40
12486	52	896	31
12654	53	769	26
12804	54	712	27
13037	55	805	28
13320	56	591	21
13537	57	51	205
13686	58	94	232
13820	59	87	295
14120	60	106	178
14337	61	819	42
14554	62	817	23
15070	63	155	183
15221	64	61	153
15353	65	787	357
15687	66	863	306
15904	67	384	371
16037	68	48	129
16187	69	97	139
16303	70	114	334
16470	71	101	382
16770	72	862	43
17054	73	816	41
17354	74	86	134
17503	75	109	154
17887	76	109	154
Duration	18017
