RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
8	1	554	343
158	2	309	262
341	3	154	322
658	4	411	212
942	5	182	183
1292	6	293	659
1558	7	391	688
1792	8	389	171
2042	9	406	116
2325	10	422	170
2458	11	520	370
2708	12	202	340
3042	13	492	646
3542	14	568	470
3808	15	927	494
4058	16	925	507
4208	17	511	587
6038	18	427	153
6260	19	509	158
6593	20	364	159
6977	21	64	156
7126	22	131	166
7592	23	181	158
8226	24	520	534
8492	25	482	639
8742	26	361	449
9126	27	523	578
9326	28	920	526
9592	29	935	446
9842	30	943	554
10142	31	496	631
10492	32	468	652
10776	33	593	654
11026	34	942	560
11392	35	950	418
11609	36	954	405
11993	37	928	384
12244	38	512	435
12929	39	707	166
13384	40	739	197
13718	41	270	123
14002	42	802	179
14235	43	739	188
14418	44	787	186
14668	45	815	183
15185	46	689	184
15502	47	726	312
15718	48	377	345
16068	49	673	197
16252	50	479	483
16502	51	318	435
16818	52	174	345
16985	53	71	323
17302	54	131	140
17568	55	112	159
17918	56	181	160
19018	57	201	167
19535	58	227	168
19868	59	262	168
20285	60	283	167
20451	61	163	176
20668	62	123	166
21068	63	150	171
21401	64	132	184
21718	65	180	183
22035	66	549	555
22318	67	470	629
22618	68	903	532
22868	69	934	551
23301	70	931	484
23585	71	668	491
23985	72	760	504
24251	73	326	441
24518	74	333	413
24687	75	84	319
24923	76	139	160
25206	77	185	155
25456	78	284	153
25706	79	130	149
25989	80	186	151
26323	81	123	154
26756	82	453	653
26874	83	316	170
27074	84	264	151
27374	85	261	204
27591	86	131	201
28157	87		
Duration	28267
