RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
9	1	246	610
259	2	141	165
442	3	143	201
609	4	168	328
759	5	317	261
1075	6	72	37
1425	7	13	105
1692	8	11	9
2092	9	80	48
2242	10	38	49
2509	11	86	51
2725	12	137	62
3375	13	121	798
3592	14	84	815
3992	15	54	390
4192	16	50	21
5492	22	299	144
5608	23	79	39
5925	24	31	117
6192	25	310	258
6858	26	312	276
7192	27	324	264
7875	28	309	868
8025	29	312	859
8242	30	339	871
8458	31	362	882
8708	32	339	858
8908	33	551	520
9225	34	552	547
9458	35	92	748
9675	36	76	830
10075	37	69	331
10358	38	66	768
10558	39	77	807
10758	40	111	663
10908	41	111	699
11125	42	91	564
11342	43	157	544
11708	44	411	466
11875	45	250	920
12125	46	90	950
12509	47	409	939
12625	48	438	944
13009	49	240	954
13242	50	51	959
13842	51	121	958
14192	52	51	937
14675	53		
14909	54		
15775	55		
16542	58		
16859	59		
18458	65		
18625	66		
18692	67	307	201
18792	68	308	257
19742	69	322	258
20458	70	341	264
21075	71	310	261
Duration	21226
