RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
241	1	468	6
341	2	458	50
524	3	139	426
741	4	97	443
1074	5	108	478
1241	6	104	499
1591	7	141	486
1974	8	120	510
2324	9	75	466
2557	10	94	435
2791	11	137	557
2957	12	115	545
3440	13	177	565
3924	14	110	382
4124	15	122	21
4457	16	198	35
4957	17	98	50
5174	18	73	474
5357	19	110	439
5724	20	102	471
5857	21	171	470
6124	22	208	451
6407	23	110	469
6841	24	98	460
7157	25	123	445
7507	26	194	40
7690	27	155	506
7774	28	150	478
7890	29	194	447
8124	30	134	452
8424	31	514	226
8674	32	455	271
8840	33	157	466
8990	34	81	452
9240	35	455	224
9407	36	218	235
9690	37	114	167
9940	38	81	176
10090	39	221	282
10357	40	681	397
10757	42	647	601
11040	43	196	143
11190	44	189	202
11390	45	120	115
11640	46	226	182
11824	47	216	261
12140	48	263	249
12491	49	112	141
12724	50	85	154
13390	51	596	167
13557	52	845	148
13774	53	517	170
13990	54	121	137
14157	55	98	142
14440	56	55	144
14674	57	102	133
14907	58	79	137
15157	59	876	146
15374	60	912	167
15624	61	499	189
16208	62	184	248
16324	63	199	274
16524	64	270	279
16774	65	164	166
17058	66	68	164
17341	67	458	206
17624	68	498	206
17891	69	495	245
18324	70	490	229
18691	71	499	208
19441	72	485	246
20641	73	491	190
22174	74	476	226
22824	75	484	246
23791	76	519	217
24224	77	318	515
24407	78	139	561
24574	79	75	585
24757	80	137	611
25207	81	708	599
25341	82	632	607
25657	83	739	606
25807	84	861	605
25957	85	179	61
26324	86	489	222
26491	87	495	254
26791	88	99	594
28061	89	59	508
28194	90	159	605
28377	91	92	591
28711	92	470	235
29077	93	488	238
30628	94	518	221
30928	95	544	228
31162	96	520	214
31317	97	485	240
31750	98	518	236
32767	99	224	287
33034	100	111	203
Duration	33096
