RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
4	1	435	228
38	2	510	158
204	3	528	165
404	4	288	356
488	5	285	384
604	6	172	362
804	7	315	672
954	8	373	651
1490	9	628	648
1792	10	936	616
2025	11	607	590
2275	12	632	469
2575	13	468	340
2809	14	314	177
2975	15	196	151
3408	16	180	187
3692	17	264	190
3892	18	290	161
3992	19	268	150
4142	20	200	152
4408	21	197	184
4642	22	266	190
4958	23	205	209
5358	24	261	214
5508	25	272	196
5658	26	301	193
6058	27	254	203
6292	28	297	189
6525	29	192	202
6708	30	131	199
7192	31	262	354
7442	32	323	421
7725	33	521	441
7958	34	516	409
8308	35	555	528
8525	36	575	635
8692	37	500	638
8825	38	497	688
9008	39	460	678
9208	40	523	685
9658	41	468	682
10041	42	496	679
10441	43	552	680
10658	44	520	680
11125	45	641	440
11425	46	615	409
11741	47	924	428
12108	48	179	359
12191	49	143	335
12441	50	183	188
12891	51	195	157
13141	52	258	151
13308	53	194	211
13608	54	264	202
13808	55	201	217
14025	56	264	208
14141	57	258	221
14308	58	308	215
14475	59	291	200
14791	60	168	184
15058	61	126	195
15291	62	131	190
15508	63	197	301
15741	64	217	339
16074	65	230	369
16291	66	154	184
16475	67	434	403
16891	68	596	381
16991	69	581	395
17124	70	641	391
17525	71	627	611
17775	72	647	377
18241	73	920	391
18458	74	630	380
18874	75	727	381
19191	76	915	382
19458	77	626	380
19974	78	659	386
20174	79	663	381
20757	80	638	448
21024	81	635	576
21224	82	649	379
21307	83	633	381
21974	84	639	379
22324	85	848	380
22758	86	939	391
23057	87	928	360
23291	88	610	80
Duration	23446
