RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
33	1	150	390
350	2	391	415
584	3	444	434
784	4	515	227
1050	5	598	170
1250	6	602	180
1450	7	510	164
1650	8	39	137
1850	9	83	172
2150	10	760	147
2284	11	658	192
2384	12	626	161
2634	13	653	165
3001	14	588	143
3401	15	621	136
3717	16	133	132
4050	17	159	945
4317	18	78	973
4601	20	662	101
4718	21	649	85
5018	22	656	216
5234	23	681	191
5451	24	681	176
5735	25	650	174
5951	26	574	187
6234	27	599	522
6501	28	362	553
6668	29	384	560
7134	30	599	529
7301	31	382	638
7502	32	493	151
7668	33	564	176
7918	34	576	740
8118	35	276	828
8335	36	179	929
Duration	9400
