RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
249	1	428	133
437	2	174	41
621	3	139	65
771	4	197	61
1104	5	175	61
1337	6	223	63
1587	7	115	53
1771	8	87	47
2004	9	220	59
2254	10	251	55
2704	11	272	47
2904	12	227	152
3271	13	399	139
3537	14	812	371
3738	15	833	448
4054	16	66	462
4338	17	243	606
4621	18	332	170
4754	19	229	150
5004	20	472	194
5204	21	647	238
5838	22	627	248
6171	23	86	469
6354	24	62	448
7287	25	626	203
7537	26	559	195
7671	27	420	156
7921	28	449	143
8204	29	401	147
8454	30	434	146
8754	31	416	149
8921	32	455	166
9121	33	484	169
9521	34	610	221
9721	35	658	231
10171	36	671	249
10503	37	646	317
10929	38	649	320
11246	39	87	523
11713	40		
11863	41	626	231
12196	42	435	163
12363	43	418	155
12663	44	399	141
12830	45	648	237
13346	46	659	268
13630	47	662	277
13848	48	651	333
14732	49	446	153
14965	50	401	144
Duration	15224
