RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
30	1	443	214
247	2	311	182
413	3	107	125
563	4	134	143
696	5	92	74
913	6	142	88
1213	7	387	137
1446	8	156	143
1846	9	187	279
2046	10	140	136
2180	11	113	118
2263	12	105	90
2429	13	192	93
2729	14	268	86
3079	15	193	312
3363	16	149	170
3713	17	202	296
4146	18	199	424
4479	19	158	211
4779	20	400	210
4979	21	172	217
5246	22	132	224
5479	23	629	235
5679	24	638	303
5713	25	701	210
5846	26	857	193
Duration	5979
