RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
148	1	453	462
682	2	209	872
782	3	203	895
1615	4	275	788
2048	5	173	791
3199	6	594	357
3349	7	588	426
3466	8	798	444
3682	9	750	388
3849	10	211	875
3999	11	294	867
4182	12	60	873
4266	13	78	896
4399	14	26	898
4882	15	709	370
5082	16	801	449
5516	17	416	501
5982	18	704	330
6149	19	286	103
6799	20	146	372
7132	21	768	482
7382	22	485	479
7715	23	443	483
7915	24	770	486
8249	25	689	298
8482	26	320	114
8799	27	539	446
9049	28	604	716
9315	29	497	610
9632	30	82	913
Duration	9924
