RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
13	1	214	236
130	2	408	207
330	3	188	220
563	4	198	164
1247	5	243	117
1447	6	130	99
1580	7	113	80
1697	8	174	87
1913	9	104	132
2230	10	714	178
2363	11	787	234
2613	12	406	660
2747	13	352	624
2897	14	360	626
3463	15	508	639
3630	16	586	661
3813	17	328	424
3963	18	260	391
4280	19	107	377
4513	20	126	301
4663	21	106	261
4997	22	81	301
5213	23	73	341
5530	24	77	428
5797	25	74	377
6030	26	71	397
6530	27	76	423
6930	28	66	472
7281	29	68	447
7581	30	66	378
7964	31	70	331
8381	32	71	291
8648	33	591	403
9115	34	445	430
9399	35	372	456
9566	36	124	490
9882	37	287	606
10032	38	468	592
10365	39	362	483
10599	40	426	430
10849	41	629	405
11515	42	100	342
11865	43	757	221
12165	44	796	229
12449	45	739	275
12832	46	111	220
13115	47	424	305
13315	48	609	377
13632	49	763	353
13782	50	249	369
14215	51	101	355
14449	52	96	345
14599	53	413	474
15132	54	631	626
15349	55	730	629
15565	56	804	638
15732	57	767	419
16115	58	768	584
16532	59	106	371
16799	60	71	378
17049	61	74	328
17282	62	71	495
17599	63	69	431
18049	64	70	463
18332	65	73	340
18949	66	634	640
19182	67	548	663
19399	68	387	599
19699	69	462	611
19898	70	552	634
20315	71	642	485
20549	72	767	410
20832	73	773	622
21065	74	768	407
21298	75	781	420
21548	76	784	527
21949	77	800	425
22115	78	784	428
22198	79	790	397
22515	80	795	363
22815	81	800	234
23066	82	847	198
23268	83	794	392
23534	84	789	444
23684	85	785	418
23801	86	787	357
24218	87	764	365
24351	88	801	347
24569	89	761	455
24769	90	796	336
25021	91	757	344
25204	92	790	215
26288	93	303	135
26537	94	344	147
Duration	26606
