RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
2	1	368	645
285	2	176	648
1002	3		
1235	4	0	24
1402	5	67	26
1602	6	2	37
1835	7	32	46
2052	8	6	48
2335	9	71	55
2535	10	110	59
2768	11	155	64
3035	12	5	64
3235	13	10	72
4968	14	42	67
5435	15	163	78
5635	16	624	94
5902	17	641	54
6152	18	648	86
6468	19	629	92
6702	20	639	164
7101	21	648	222
7602	22		
7752	23	70	54
8035	24	35	328
8285	25	54	482
8551	26	63	715
8718	27	60	783
9051	28	65	900
9451	29	48	726
9668	30	49	617
9951	31	50	575
10168	32	54	526
10385	33	34	433
10585	34	41	392
10735	35	34	332
10935	36	37	306
11101	37	162	314
11285	38	190	323
11451	39	460	325
11601	40	498	328
11785	41	654	327
12218	42	673	324
12551	43	670	321
12718	44	635	321
12934	45	636	132
13151	46	470	170
13334	47	450	188
13485	48	525	190
13751	49	490	325
14101	50	84	273
14251	51	53	313
14485	52	613	315
14601	53	671	328
14934	54	647	133
15134	55	647	159
15368	56	674	163
15568	57	638	63
16018	58	651	80
16218	59	634	95
16701	60	657	130
16918	61	56	55
17151	62	4	45
17485	63	142	186
17635	64	237	188
17835	65	285	201
18035	66	462	398
18235	67	100	368
18368	68	41	365
18618	69	34	304
18851	70	252	317
19001	71	487	313
19301	72	493	210
19901	73	499	321
20268	74	487	273
20484	75	498	332
20684	76	196	329
20901	77	170	319
21334	78	139	327
21451	79	181	319
21701	80	179	189
22101	81	196	331
22534	82	194	322
22934	83	35	315
23284	84	209	356
23484	85	626	331
23651	86	504	336
Duration	23761
