RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
78	1	325	307
328	2	130	225
511	3	106	317
695	4	103	336
828	5	188	345
1061	6	155	342
1245	7	96	340
1495	8	111	384
1811	9	89	456
2128	10	113	214
2345	11	98	237
2544	12	93	292
2761	13	99	442
3211	14	89	472
3394	15	225	477
3594	16	249	465
3894	17	325	505
4144	18	346	172
4411	19	331	237
4694	20	326	284
4828	21	239	349
4978	22	237	325
5395	23	93	298
5594	24	162	311
5794	25	433	306
5961	26	818	159
6261	27	779	290
6411	28	816	280
6594	29	805	127
7011	30	409	288
7244	31	132	302
7511	32	200	317
7761	33	284	324
7894	34	248	320
8244	35	773	270
8394	36	816	257
8494	37	819	131
Duration	8721
