RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
5	1	255	18
71	2	122	125
338	3	169	360
1538	4	294	94
1921	5	319	96
2071	6	253	96
2255	7	310	96
2488	8	588	126
2655	9	557	99
2888	10	650	122
3021	11	647	102
3138	12	385	336
3372	13	393	454
3705	14	482	344
4005	15	390	454
4271	16	511	334
4621	17	508	345
4938	18	628	88
5221	19	818	115
5422	20	865	106
5772	21	628	247
5939	22	700	126
6222	23	777	123
6590	24	866	146
7007	25	700	366
7357	26	692	380
7540	27	797	165
7740	28	885	373
7957	29	883	379
8257	30		
8540	31	765	350
8707	32	756	327
8974	33	719	152
9308	34	635	137
9610	35	728	127
9910	36	792	135
10293	37	719	136
10393	38	835	134
10610	39	791	133
10893	40	862	124
11227	41	783	287
11427	42	803	126
11610	43	856	136
11860	44	774	139
12360	45	582	446
12510	46	629	339
12710	47	795	349
12943	48	768	349
13210	49	811	348
14293	50	786	361
14576	51	817	430
14793	52	790	150
14993	53	815	131
15093	54	788	134
15443	55	855	126
15760	56	835	501
16393	57	873	495
16510	58	849	505
16776	59	831	495
17110	60	850	561
17260	61	848	579
17493	62	844	554
17826	63	873	562
17976	64	857	553
18526	65	835	482
19076	66	836	504
19576	67	851	443
19893	68	867	433
20276	69	814	427
20445	70	799	171
20562	71	776	118
20862	72	700	142
21178	73	800	453
21662	74	820	469
21945	75	839	474
22062	76	828	486
22828	77	343	522
23146	78	670	191
23329	79	681	128
23629	80	297	155
23780	81	289	136
23930	82	685	131
24146	83	623	131
24380	84	700	141
24647	85	796	126
24963	86	801	131
25080	87	702	121
25463	88	766	471
25697	89	180	529
25899	90	324	192
26099	91	574	159
Duration	26110
