RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
235	1	442	459
371	2	411	341
605	3	202	534
855	4	87	517
1121	5	116	545
1338	6	130	130
1505	7	90	102
1788	8	348	244
2005	9	364	219
2205	10	337	218
2838	11	384	238
3188	12	182	492
3355	13	217	523
3571	14	872	259
3671	15	909	257
4055	16	911	194
4655	17	210	175
5072	18	126	182
5455	19	92	165
5638	20	118	171
5922	21	152	548
6038	22	105	503
6505	23	95	485
6755	24	211	508
7188	25	873	185
7339	26	907	200
7689	27	164	322
7856	28	108	525
7989	29	87	495
8689	30	99	481
9022	31	123	491
9373	32	109	489
9572	33	114	489
9989	34	140	486
10323	35	159	486
10822	36	188	485
11673	37	221	491
11775	38	95	515
12125	39	95	486
12359	40	84	174
13425	41	68	188
14142	42	94	182
14409	43	372	197
14592	44	878	183
14725	45	904	194
15175	46	77	192
15392	47	58	195
15592	48	93	503
15808	49	82	488
16225	50	78	425
16442	51	73	197
16775	52	71	193
18108	53	94	488
18508	54	97	168
18775	55	124	189
19058	56	151	192
19325	57	139	186
19942	58	186	474
20092	59	158	487
20725	60	147	413
20891	61	154	230
21125	62	144	189
21825	63	139	235
22058	64	160	367
22458	65	161	482
23158	66	154	488
24874	67	134	493
25241	68	109	486
25958	69	88	494
26441	70	87	496
27558	71	90	508
28059	72	191	511
28227	73	216	512
28394	74	140	103
28744	75	136	178
28994	76	122	185
29127	77	146	191
30594	78	158	218
30877	79	166	411
31227	80	157	489
32143	81	144	189
33360	82	187	299
33695	83	157	191
34054	84		
34221	85	162	537
34321	86	157	497
34454	87	166	486
Duration	34986
