RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
65	1	308	218
365	2	132	450
598	3	88	455
865	4	685	277
1082	5	537	298
1298	6	534	239
1698	7	501	253
1981	8	112	547
2232	9	99	525
2482	10	125	531
2815	11	152	536
3298	12	80	478
3498	13	106	469
3765	14	130	467
4298	15	99	486
4598	16	133	487
4815	17	193	491
5281	18	98	509
5531	19	128	506
5848	20	558	292
6065	21	88	481
6398	22	580	188
6598	23	531	201
7548	24	510	245
8031	25	362	166
8381	26	603	468
8565	27	142	522
8798	28	86	535
8981	29	537	218
9464	30	541	179
11081	31	523	196
11948	32	534	173
12398	33	494	250
12631	34	510	230
15432	35	523	237
18882	36	497	247
19448	37	518	200
20498	38	315	539
20698	39	161	588
20932	40	110	597
21098	41	199	112
21382	42	106	87
21916	43	805	601
22437	45	764	607
22776	46		
23360	47	608	240
23479	48	516	261
Duration	23575
