RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
14	1	126	383
331	2	236	252
548	3	56	75
797	4	623	377
1264	5	383	636
1514	6	192	52
1597	7	170	62
1714	8	94	77
2015	9	127	74
2181	10	196	83
2481	11	157	632
2698	12	90	477
3031	13	68	510
3731	14	65	315
3964	15	336	622
4314	16	165	641
4498	17	347	624
4698	18	311	600
4998	19	686	705
5331	20	308	665
5564	21	428	655
5831	22	165	645
6048	23	920	616
6364	24	367	640
6631	25	366	670
7364	26	427	670
7598	27	363	673
8414	28	411	671
8631	29	458	671
8914	30	507	670
9348	31	567	674
9715	32	588	677
9915	33	682	687
10331	34	657	692
10565	35	721	683
11291	36	742	636
11625	37	414	569
11792	38	331	572
11992	39	255	369
12392	40	325	400
12608	41	351	541
12925	42	319	389
13092	43	242	386
15375	44	280	384
15642	45	269	402
15825	46	309	408
16008	47	357	557
16375	48	238	386
17425	49	285	397
Duration	17660
